state,strain,mu_per_h,validation_mode,selected_model,selected_gene,selected_entry_law,selected_branch,inner_rmse_log,training_strains,n_training_strains,status,failure_reason,entry_expression,alpha,partition,capacity,km,flux_measured,flux_predicted,product_measured,product_predicted,lycopene_rate_measured,lycopene_rate_predicted,product_content_measured,product_content_predicted,lycopene_measured,lycopene_predicted,content_mg_per_gdcw,product_log_error,lycopene_log_error,joint_log_mse,interval_method,interval_status,interval_draws,interval_successful_draws,interval_failed_draws,interval_failure_reason,nominal_channel_coverage,nominal_strain_joint_coverage,joint_family_size,interval_assumptions,product_rate_low,product_rate_high,joint_product_rate_low,joint_product_rate_high,lycopene_rate_low,lycopene_rate_high,joint_lycopene_rate_low,joint_lycopene_rate_high,product_content_low,product_content_high,product_inside_band,lycopene_content_low,lycopene_content_high,lycopene_inside_band,content_low_mg_per_gdcw,content_high_mg_per_gdcw,measured_inside_band,joint_inside_band,n_independent_strains,n_condition_predictions,n_channels,n_selection_candidates,selection_metric
2D01,b-car2,0.100987987,nested,CrtI:content:saturating,CrtI,content,saturating,0.29075032687353314,b-car3|b-car4,2,ok,,0.510622587,0.0068419573694815045,,0.002215056115999564,0.0004371485471755966,0.0002456862871,0.000352817485873765,0.000151310101,0.00017849210901417536,9.43761861e-05,0.00017432537685958965,0.001498298020337805,0.0017674588267035697,0.0009345288375735225,0.0017261991454447909,0.9488956202923455,0.16521301307196978,0.6136347594893294,0.20192147887092304,two_stage_strain_bootstrap,not_requested,0,0,0,,0.95,0.95,4,"Conditional on the outer-selected gene/model and measured mu; resample training strains with their paired conditions, then perturb released expression and product estimates using their asymmetric 95% intervals in log space and refit entry plus branch together. Released intervals describe estimate uncertainty, not raw replicate variation. Future expression uses its input interval; future product estimate precision is sampled from training intervals at the same mu (all training rows if absent). Measurement errors are independent conditional on strain; unavailable cross-channel, shared normalisation and assay covariance are not identified. The reference expression is conditioned fixed. No additional model-discrepancy or model-selection uncertainty is claimed. Three strains cannot establish frequentist coverage.",,,,,,,,,,,False,,,False,,,False,False,3,6,2,58,strain-balanced mean squared log error over both channels
2D025,b-car2,0.254320182,nested,CrtI:content:saturating,CrtI,content,saturating,0.29075032687353314,b-car3|b-car4,2,ok,,0.370758772,0.0068419573694815045,,0.002215056115999564,0.0004371485471755966,0.0002685114056,0.0006451380016560924,0.000184228136,0.0003916084978773495,8.42832696e-05,0.00025352950377874296,0.0007243944800259698,0.0015398246997060951,0.0003314061390534865,0.0009968910126792177,0.8266856865312113,0.7540877516520323,1.1012968192958645,0.8907515106914026,two_stage_strain_bootstrap,not_requested,0,0,0,,0.95,0.95,4,"Conditional on the outer-selected gene/model and measured mu; resample training strains with their paired conditions, then perturb released expression and product estimates using their asymmetric 95% intervals in log space and refit entry plus branch together. Released intervals describe estimate uncertainty, not raw replicate variation. Future expression uses its input interval; future product estimate precision is sampled from training intervals at the same mu (all training rows if absent). Measurement errors are independent conditional on strain; unavailable cross-channel, shared normalisation and assay covariance are not identified. The reference expression is conditioned fixed. No additional model-discrepancy or model-selection uncertainty is claimed. Three strains cannot establish frequentist coverage.",,,,,,,,,,,False,,,False,,,False,False,3,6,2,58,strain-balanced mean squared log error over both channels
3D01,b-car3,0.100987987,nested,CrtYB:content:saturating,CrtYB,content,saturating,0.5040805000247488,b-car2|b-car4,2,ok,,0.684761305,0.00606365589695825,,0.0022654769979999845,0.0006107129799430786,0.00069913278,0.00041931796957113887,0.000227107407,0.00018164856751784497,0.000472025373,0.00023766940205329393,0.002248855668347959,0.001798714608677614,0.004674074481749993,0.002353442316394463,0.9656759119607506,-0.2233491914777197,-0.6861520994760646,0.26034478247458115,two_stage_strain_bootstrap,not_requested,0,0,0,,0.95,0.95,4,"Conditional on the outer-selected gene/model and measured mu; resample training strains with their paired conditions, then perturb released expression and product estimates using their asymmetric 95% intervals in log space and refit entry plus branch together. Released intervals describe estimate uncertainty, not raw replicate variation. Future expression uses its input interval; future product estimate precision is sampled from training intervals at the same mu (all training rows if absent). Measurement errors are independent conditional on strain; unavailable cross-channel, shared normalisation and assay covariance are not identified. The reference expression is conditioned fixed. No additional model-discrepancy or model-selection uncertainty is claimed. Three strains cannot establish frequentist coverage.",,,,,,,,,,,False,,,False,,,False,False,3,6,2,58,strain-balanced mean squared log error over both channels
3D025,b-car3,0.254320182,nested,CrtYB:content:saturating,CrtYB,content,saturating,0.5040805000247488,b-car2|b-car4,2,ok,,0.419560783,0.00606365589695825,,0.0022654769979999845,0.0006107129799430786,0.00042127246900000007,0.000647008908986728,0.000294779456,0.00036943671910882745,0.000126493013,0.0002775721898779006,0.001159087940570914,0.0014526441283721143,0.0004973770150887986,0.0010914280875982567,0.779881053199137,0.22575199488938225,0.7858939696185452,0.33429664733966524,two_stage_strain_bootstrap,not_requested,0,0,0,,0.95,0.95,4,"Conditional on the outer-selected gene/model and measured mu; resample training strains with their paired conditions, then perturb released expression and product estimates using their asymmetric 95% intervals in log space and refit entry plus branch together. Released intervals describe estimate uncertainty, not raw replicate variation. Future expression uses its input interval; future product estimate precision is sampled from training intervals at the same mu (all training rows if absent). Measurement errors are independent conditional on strain; unavailable cross-channel, shared normalisation and assay covariance are not identified. The reference expression is conditioned fixed. No additional model-discrepancy or model-selection uncertainty is claimed. Three strains cannot establish frequentist coverage.",,,,,,,,,,,False,,,False,,,False,False,3,6,2,58,strain-balanced mean squared log error over both channels
4D01,b-car4,0.100987987,nested,CrtYB:rate:saturating,CrtYB,rate,saturating,0.2572237271668393,b-car2|b-car3,2,ok,,1.0,0.0009170562901267897,,0.002713011964898316,0.0007888548226216164,0.000946038948,0.0009170562901267896,0.000185290321,0.0002449479826320037,0.000760748627,0.000672108307494786,0.0018347758629944767,0.0024255160431309883,0.00753306061046647,0.006655329286787209,1.3021867980757338,0.2791219745025266,-0.12388348457395448,0.046628097200187166,two_stage_strain_bootstrap,not_requested,0,0,0,,0.95,0.95,4,"Conditional on the outer-selected gene/model and measured mu; resample training strains with their paired conditions, then perturb released expression and product estimates using their asymmetric 95% intervals in log space and refit entry plus branch together. Released intervals describe estimate uncertainty, not raw replicate variation. Future expression uses its input interval; future product estimate precision is sampled from training intervals at the same mu (all training rows if absent). Measurement errors are independent conditional on strain; unavailable cross-channel, shared normalisation and assay covariance are not identified. The reference expression is conditioned fixed. No additional model-discrepancy or model-selection uncertainty is claimed. Three strains cannot establish frequentist coverage.",,,,,,,,,,,False,,,False,,,False,False,3,6,2,58,strain-balanced mean squared log error over both channels
4D025,b-car4,0.254320182,nested,CrtYB:rate:saturating,CrtYB,rate,saturating,0.2572237271668393,b-car2|b-car3,2,ok,,0.619599234,0.0009170562901267897,,0.002713011964898316,0.0007888548226216164,0.000846536714,0.0005682073748974406,0.000453632196,0.00035526472708826833,0.000392904518,0.00021294264780917233,0.0017837050619915018,0.0013969191288494293,0.0015449207173027267,0.0008373014132601255,0.7499639727053932,-0.24442350705106275,-0.6125437552666728,0.21747635145766925,two_stage_strain_bootstrap,not_requested,0,0,0,,0.95,0.95,4,"Conditional on the outer-selected gene/model and measured mu; resample training strains with their paired conditions, then perturb released expression and product estimates using their asymmetric 95% intervals in log space and refit entry plus branch together. Released intervals describe estimate uncertainty, not raw replicate variation. Future expression uses its input interval; future product estimate precision is sampled from training intervals at the same mu (all training rows if absent). Measurement errors are independent conditional on strain; unavailable cross-channel, shared normalisation and assay covariance are not identified. The reference expression is conditioned fixed. No additional model-discrepancy or model-selection uncertainty is claimed. Three strains cannot establish frequentist coverage.",,,,,,,,,,,False,,,False,,,False,False,3,6,2,58,strain-balanced mean squared log error over both channels
