plate,low_channel,high_channel,gain_low,gain_high,is_afl_plate,status,plate_ratio,plate_offset,plate_scatter,plate_linear_max_rfu,plate_saturation_observed,plate_n_pairs,plate_n_overflow,bin_low_rfu,bin_high_rfu,n_pairs,departure_median,departure_p05,departure_p95,high_max_rfu
20260712_AFL&control_2nd_AND_oxidative_stress_1st,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.17536676300801,-13.205270139471844,0.026359228465088758,99994.0,False,11229,1347,50000.0,60000.0,1153,1.001962477025649,0.9925459474344582,1.0122159104707522,59983.0
20260712_AFL&control_2nd_AND_oxidative_stress_1st,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.17536676300801,-13.205270139471844,0.026359228465088758,99994.0,False,11229,1347,60000.0,70000.0,814,1.0016674795644842,0.9923464545763546,1.012639360663997,69984.0
20260712_AFL&control_2nd_AND_oxidative_stress_1st,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.17536676300801,-13.205270139471844,0.026359228465088758,99994.0,False,11229,1347,70000.0,80000.0,1156,1.0000467981693422,0.9910905412720318,1.0091455883880414,79999.0
20260712_AFL&control_2nd_AND_oxidative_stress_1st,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.17536676300801,-13.205270139471844,0.026359228465088758,99994.0,False,11229,1347,80000.0,90000.0,1510,0.9996432861293046,0.9907685659023843,1.0087840743850596,89989.0
20260712_AFL&control_2nd_AND_oxidative_stress_1st,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.17536676300801,-13.205270139471844,0.026359228465088758,99994.0,False,11229,1347,90000.0,95000.0,496,0.9994260157673951,0.9907307180831421,1.0089570582346297,94996.0
20260712_AFL&control_2nd_AND_oxidative_stress_1st,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.17536676300801,-13.205270139471844,0.026359228465088758,99994.0,False,11229,1347,95000.0,98000.0,266,0.9985511821461402,0.9891421002373941,1.0087214052402298,97983.0
20260712_AFL&control_2nd_AND_oxidative_stress_1st,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.17536676300801,-13.205270139471844,0.026359228465088758,99994.0,False,11229,1347,98000.0,100000.0,165,0.9995182746551479,0.9908183663836079,1.0089632666638884,99994.0
20260712_AFL&control_2nd_AND_oxidative_stress_1st,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.17536676300801,-13.205270139471844,0.026359228465088758,99994.0,False,11229,1347,100000.0,inf,1347,,,,-99999.0
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,0.0,500.0,1125,0.9535126185720193,0.872913396405787,1.0407645363338451,486.0
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,500.0,1000.0,0,,,,
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,1000.0,2000.0,375,0.9770850637801584,0.928241033095372,1.032590625514371,1177.0
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,2000.0,5000.0,0,,,,
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,5000.0,10000.0,495,0.9982933226446586,0.976270612949793,1.02184329944565,9996.0
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,10000.0,20000.0,1514,1.0001580810332515,0.9850272810179891,1.0160234596938884,19995.0
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,20000.0,30000.0,1353,0.999538168268378,0.9876542611952341,1.0116018280494417,29998.0
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,30000.0,40000.0,1645,0.9986746234749765,0.9883053346140663,1.0095558656065906,39995.0
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,40000.0,50000.0,843,0.9992427789083587,0.9873100049119433,1.010214890859658,49907.0
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,50000.0,60000.0,566,0.999775962228481,0.9897555400094786,1.0121668123639922,59997.0
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,60000.0,70000.0,711,0.9996196138839828,0.989458746453142,1.0104223904307181,69994.0
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,70000.0,80000.0,410,0.999896970652524,0.986009169582703,1.0114331345934477,79998.0
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,80000.0,90000.0,354,1.000059470227244,0.9850438881735595,1.0107354790222025,89974.0
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,90000.0,95000.0,180,0.9999197151322166,0.9816932393126364,1.0111844793857578,94998.0
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,95000.0,98000.0,120,1.0004103927967787,0.9857468855673939,1.0116211497863876,97962.0
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,98000.0,100000.0,80,0.9985696444399663,0.9864432035112533,1.0117931941654594,99993.0
20260713_AFL&Control3_ER Stress1,"mCitrine:480,530","mCitrine:480,530[2]",75,100,False,scored,8.159414999160635,7.9013173259848895,0.0170840332065067,99993.0,False,9771,2229,100000.0,inf,2229,,,,-99999.0
20260802_AFL-debugging_1st,"mCitrine:480,530","mCitrine:480,530[2]",75,100,True,scored,8.149726271103006,-6.8557179309937455,0.024196819805573477,49999.0,False,11616,0,0.0,500.0,1088,0.9875924315989333,0.9017412103323246,1.0786946700121343,499.0
