ucbog,mean_gap,alpha,n_bootstrap,n_reference,n_candidate_domains,n_reference_domains,clipped_fraction,candidate_states,candidate_design,baseline_transfer_r2,chosen_on_mean,held_out_mean,model,transfer_configuration,selected_configuration,candidate_configuration,score_target,configuration_grid,split_target,split_evaluation_unit,split_selection_scope,selected_pipeline_optimism_status,bound_target,bound_resampling_unit,bound_selection_scope,bound_method,bound_coverage_status
0.004894147123258703,0.0026848222936685685,0.05,1000,8,4,2,0.0,2,recommended pairs,0.04073488678762538,0.04061458715773873,0.03397341243051383,ystwin.analysis.transfer.leave_one_stressor_out,"{""combinations"":[[""menadione"",""diamide""],[""H2O2"",""diamide""],[""H2O2"",""menadione""],[""DTT"",""MMS""],[""calcium_chloride"",""rapamycin""],[""diamide"",""copper_sulfate""],[""diamide"",""rapamycin""],[""menadione"",""NaCl""]],""doses_ec50"":[0.25,0.5,1.0,2.0],""growth_rate_se_per_h"":0.0117,""n_states"":3,""noise_cv"":0.14,""observed"":[0,1,2,3],""replicates"":3,""reporters"":[""STRE-general"",""UPRE-ER"",""TRX2-oxidative"",""HSE-heat"",""STRE-osmotic"",""PACE-proteasome"",""FeRE-iron"",""Xbox-dna""],""stressors"":[""DTT"",""H2O2"",""heat"",""NaCl"",""glucose_starvation"",""BPS"",""MG132"",""MMS"",""congo_red"",""calcium_chloride"",""rapamycin"",""copper_sulfate""]}","{""combinations"":[[""menadione"",""diamide""],[""H2O2"",""diamide""],[""H2O2"",""menadione""],[""DTT"",""MMS""],[""calcium_chloride"",""rapamycin""],[""diamide"",""copper_sulfate""],[""diamide"",""rapamycin""],[""menadione"",""NaCl""]],""doses_ec50"":[0.25,0.5,1.0,2.0],""growth_rate_se_per_h"":0.0117,""n_states"":3,""noise_cv"":0.14,""observed"":[0,1,2,3],""replicates"":3,""reporters"":[""STRE-general"",""UPRE-ER"",""TRX2-oxidative"",""HSE-heat"",""STRE-osmotic"",""PACE-proteasome"",""FeRE-iron"",""Xbox-dna""],""stressors"":[""DTT"",""H2O2"",""heat"",""NaCl"",""glucose_starvation"",""BPS"",""MG132"",""MMS"",""congo_red"",""calcium_chloride"",""rapamycin"",""copper_sulfate""]}","{""combinations"":[[""menadione"",""diamide""],[""H2O2"",""diamide""],[""H2O2"",""menadione""],[""DTT"",""MMS""],[""calcium_chloride"",""rapamycin""],[""diamide"",""copper_sulfate""],[""diamide"",""rapamycin""],[""menadione"",""NaCl""]],""doses_ec50"":[0.25,0.5,1.0,2.0],""growth_rate_se_per_h"":0.0117,""n_states"":2,""noise_cv"":0.14,""observed"":[0,1,2,3],""replicates"":3,""reporters"":[""STRE-general"",""UPRE-ER"",""TRX2-oxidative"",""HSE-heat"",""STRE-osmotic"",""PACE-proteasome"",""FeRE-iron"",""Xbox-dna""],""stressors"":[""DTT"",""H2O2"",""heat"",""NaCl"",""glucose_starvation"",""BPS"",""MG132"",""MMS"",""congo_red"",""calcium_chloride"",""rapamycin"",""copper_sulfate""]}",median stressor-held-out channel R2 relative to outer-training channel means,"{""designs"":{""blocked"":[],""recommended pairs"":[[""menadione"",""diamide""],[""H2O2"",""diamide""],[""H2O2"",""menadione""],[""DTT"",""MMS""],[""calcium_chloride"",""rapamycin""],[""diamide"",""copper_sulfate""],[""diamide"",""rapamycin""],[""menadione"",""NaCl""]]},""n_states"":[2,3,4]}",mean family transfer on named training/held-out sets; descriptive difference,"named synthetic family; fixed split, not iid family draws","{""data_seed"":0,""family_seed"":0,""held_out_families"":[""adapting"",""feedback"",""loading_noise""],""training_families"":[""baseline"",""edge_dropped"",""edge_added"",""biphasic""]}",pending; independent evaluation of the full selection pipeline required,candidate population optimality gap under the declared simulator distribution,independent reference family set; one gap per reference solution,"{""candidate_fixed_for_references"":true,""family_registry"":[""baseline"",""edge_dropped"",""edge_added"",""biphasic"",""adapting"",""feedback"",""loading_noise""],""family_weights"":""uniform"",""sampler"":""ystwin.generator.families.sample_family"",""seed"":0}",basic bootstrap upper bound on clipped reference sample-optimum gaps,"nominal approximation, not empirically coverage-calibrated or distribution-free"
