model,n_independent_strains,n_condition_predictions,n_channels,n_successful_predictions,n_failed_predictions,product_rmse_log,product_failed_predictions,lycopene_rmse_log,lycopene_failed_predictions,joint_rmse_log,n_intervals_available,product_covered_conditions,product_empirical_coverage,lycopene_covered_conditions,lycopene_empirical_coverage,joint_covered_conditions,joint_empirical_coverage,joint_covered_strains,joint_empirical_strain_coverage,nominal_channel_coverage,nominal_strain_joint_coverage,rmse_skill_vs_constant_rate,rmse_skill_vs_constant_content
nested,3,6,2,6,0,0.3729263620027312,0,0.7151215872387604,0,0.5702950797663768,6,3,0.5,4,0.6666666666666666,4,0.6666666666666666,1,0.3333333333333333,0.95,0.95,,
