experiment,plate,truncation,n_timepoints,run_hours,activity_window_h,late_window_start_h,strain,strain_source,well_columns,galactose_percent,n_wells,naive_rfu_per_od,corrected_activity,mu_late
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,Control,notebook,4-6,0.3,3,268.47454280018786,-5.527118536346561,0.01490261408295652
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,Control,notebook,4-6,0.6,3,240.12046602211458,-2.3888903737321567,0.01352406574165804
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,Control,notebook,4-6,0.9,3,222.40099132960503,4.087698471055604,0.023938977283852008
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,Control,notebook,4-6,1.2,3,197.01247694196573,8.085348330282661,0.038745107710983606
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,Control,notebook,4-6,1.5,3,174.08411092334995,13.41028870832236,0.051595162021603934
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,Control,notebook,4-6,1.8,3,198.57175537813632,23.00064986010166,0.06019758621307301
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,No-Gal,notebook,7-9,0.0,3,2940.207479177982,-149.87390592125723,0.00458868397489585
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,No-Gal,notebook,7-9,0.3,3,2593.847208809911,-67.18659171818489,0.005015594016915042
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,No-Gal,notebook,7-9,0.6,3,2496.897086120374,1.2614762977070193,0.007939527446780137
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,No-Gal,notebook,7-9,0.9,3,2332.4252360776595,68.11156879088765,0.01595737200409883
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,No-Gal,notebook,7-9,1.2,3,2085.5461218338837,97.31809580438888,0.025293858721222782
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,No-Gal,notebook,7-9,1.5,3,2058.7046456725634,143.2325336071509,0.03844905793378518
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,No-Gal,notebook,7-9,1.8,3,2228.1887421916194,251.45767346554263,0.04364276288326887
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,No-LacI,notebook,10-12,0.0,3,3464.5615037031844,-156.35489283043412,-0.0007310268949791508
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,No-LacI,notebook,10-12,0.3,3,3064.9433753394646,-78.06093287569868,0.0025055456333356154
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,No-LacI,notebook,10-12,0.6,3,2802.718119204865,-29.07327261096979,0.005505755241860321
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,No-LacI,notebook,10-12,0.9,3,2493.210596199808,10.085966467614824,0.011074930907112165
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,No-LacI,notebook,10-12,1.2,3,2249.3861591567284,31.600376173236572,0.017361034194335455
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,No-LacI,notebook,10-12,1.5,3,1878.88399327123,67.7872673257972,0.029530229632814365
AFL-debugging,20260804_AFL-debugging_3rd,as-run,109,18.124,3.0,13.624,No-LacI,notebook,10-12,1.8,3,1616.9459711845109,92.71392192583774,0.03615481901776673
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,AFL,notebook,1-3,0.0,3,112.4217372484681,0.22829343235118368,0.0015470755977324592
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,AFL,notebook,1-3,0.3,3,124.51391216276875,-0.4405195066690237,0.004237758448068049
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,AFL,notebook,1-3,0.6,3,120.77930131088743,-0.6205884552128147,0.0073426392342635476
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,AFL,notebook,1-3,0.9,3,111.20032662137835,1.0994790749080687,0.005327247486293467
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,AFL,notebook,1-3,1.2,3,94.91331506641264,1.8245482767305161,0.024885932755080872
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,AFL,notebook,1-3,1.5,3,93.18116663074984,6.894651090429552,0.03686272539096867
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,AFL,notebook,1-3,1.8,3,146.11655216106328,11.80558794250284,0.047507527246264426
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,Control,notebook,4-6,0.0,3,309.9330011319992,-1.5564043661562665,0.02629840073582479
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,Control,notebook,4-6,0.3,3,268.47454280018786,-5.527118536346561,0.01490261408295652
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,Control,notebook,4-6,0.6,3,240.12046602211458,-2.3888903737321567,0.01352406574165804
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,Control,notebook,4-6,0.9,3,222.40099132960503,4.087698471055604,0.023938977283852008
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,Control,notebook,4-6,1.2,3,197.01247694196573,8.085348330282661,0.038745107710983606
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,Control,notebook,4-6,1.5,3,174.08411092334995,13.41028870832236,0.051595162021603934
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,Control,notebook,4-6,1.8,3,198.57175537813632,23.00064986010166,0.06019758621307301
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,No-Gal,notebook,7-9,0.0,3,2940.207479177982,-149.87390592125723,0.00458868397489585
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,No-Gal,notebook,7-9,0.3,3,2593.847208809911,-67.18659171818489,0.005015594016915042
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,No-Gal,notebook,7-9,0.6,3,2496.897086120374,1.2614762977070193,0.007939527446780137
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,No-Gal,notebook,7-9,0.9,3,2332.4252360776595,68.11156879088765,0.01595737200409883
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,No-Gal,notebook,7-9,1.2,3,2085.5461218338837,97.31809580438888,0.025293858721222782
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,No-Gal,notebook,7-9,1.5,3,2058.7046456725634,143.2325336071509,0.03844905793378518
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,No-Gal,notebook,7-9,1.8,3,2228.1887421916194,251.45767346554263,0.04364276288326887
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,No-LacI,notebook,10-12,0.0,3,3464.5615037031844,-156.35489283043412,-0.0007310268949791508
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,No-LacI,notebook,10-12,0.3,3,3064.9433753394646,-78.06093287569868,0.0025055456333356154
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,No-LacI,notebook,10-12,0.6,3,2802.718119204865,-29.07327261096979,0.005505755241860321
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,No-LacI,notebook,10-12,0.9,3,2493.210596199808,10.085966467614824,0.011074930907112165
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,No-LacI,notebook,10-12,1.2,3,2249.3861591567284,31.600376173236572,0.017361034194335455
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,No-LacI,notebook,10-12,1.5,3,1878.88399327123,67.7872673257972,0.029530229632814365
AFL-debugging,20260804_AFL-debugging_3rd,first-109,109,18.124,3.0,13.624,No-LacI,notebook,10-12,1.8,3,1616.9459711845109,92.71392192583774,0.03615481901776673
