family,perturbs,transfer_r2,oracle_r2,alignment,null_median,p_value,beats_null,skill_over_null,delta_vs_baseline,model,configuration,target,evaluation_unit,selection_scope,oracle_role
baseline,"nothing -- the crosstalk, dose responses and loadings exactly as the panel records them",0.04073488678762538,0.11325314821730992,0.5042184445162743,0.03400076673338834,0.42857142857142855,False,0.006971144305637822,0.0,ystwin.analysis.transfer.leave_one_stressor_out,"{""combinations"":[[""menadione"",""diamide""],[""H2O2"",""diamide""],[""H2O2"",""menadione""],[""DTT"",""MMS""],[""calcium_chloride"",""rapamycin""],[""diamide"",""copper_sulfate""],[""diamide"",""rapamycin""],[""menadione"",""NaCl""]],""doses_ec50"":[0.25,0.5,1.0,2.0],""growth_rate_se_per_h"":0.0117,""n_states"":3,""noise_cv"":0.14,""observed"":[0,1,2,3],""replicates"":3,""reporters"":[""STRE-general"",""UPRE-ER"",""TRX2-oxidative"",""HSE-heat"",""STRE-osmotic"",""PACE-proteasome"",""FeRE-iron"",""Xbox-dna""],""stressors"":[""DTT"",""H2O2"",""heat"",""NaCl"",""glucose_starvation"",""BPS"",""MG132"",""MMS"",""congo_red"",""calcium_chloride"",""rapamycin"",""copper_sulfate""]}",median stressor-held-out channel R2 relative to outer-training channel means,one synthetic family dataset; stressor folds share training data,fixed dimension/co-doses; latent weights refit per outer training fold,"in-sample diagnostic, not a held-out prediction"
edge_dropped,"removes the heat -> proteasome cascade edge, weight 0.40 (Hsf1 transcribing RPN4)",0.0363140346215996,0.11057291808034903,0.4876892022181374,0.031083739488785317,0.42857142857142855,False,0.00539808789054144,-0.004420852166025779,ystwin.analysis.transfer.leave_one_stressor_out,"{""combinations"":[[""menadione"",""diamide""],[""H2O2"",""diamide""],[""H2O2"",""menadione""],[""DTT"",""MMS""],[""calcium_chloride"",""rapamycin""],[""diamide"",""copper_sulfate""],[""diamide"",""rapamycin""],[""menadione"",""NaCl""]],""doses_ec50"":[0.25,0.5,1.0,2.0],""growth_rate_se_per_h"":0.0117,""n_states"":3,""noise_cv"":0.14,""observed"":[0,1,2,3],""replicates"":3,""reporters"":[""STRE-general"",""UPRE-ER"",""TRX2-oxidative"",""HSE-heat"",""STRE-osmotic"",""PACE-proteasome"",""FeRE-iron"",""Xbox-dna""],""stressors"":[""DTT"",""H2O2"",""heat"",""NaCl"",""glucose_starvation"",""BPS"",""MG132"",""MMS"",""congo_red"",""calcium_chloride"",""rapamycin"",""copper_sulfate""]}",median stressor-held-out channel R2 relative to outer-training channel means,one synthetic family dataset; stressor folds share training data,fixed dimension/co-doses; latent weights refit per outer training fold,"in-sample diagnostic, not a held-out prediction"
edge_added,adds a ESR -> oxidative cascade edge at weight 0.25 (Msn2/4 transcribing YAP1),0.043770901222271175,0.11180159915559246,0.5251998810644656,0.049619199868535524,0.6190476190476191,False,-0.00615363720043099,0.003036014434645795,ystwin.analysis.transfer.leave_one_stressor_out,"{""combinations"":[[""menadione"",""diamide""],[""H2O2"",""diamide""],[""H2O2"",""menadione""],[""DTT"",""MMS""],[""calcium_chloride"",""rapamycin""],[""diamide"",""copper_sulfate""],[""diamide"",""rapamycin""],[""menadione"",""NaCl""]],""doses_ec50"":[0.25,0.5,1.0,2.0],""growth_rate_se_per_h"":0.0117,""n_states"":3,""noise_cv"":0.14,""observed"":[0,1,2,3],""replicates"":3,""reporters"":[""STRE-general"",""UPRE-ER"",""TRX2-oxidative"",""HSE-heat"",""STRE-osmotic"",""PACE-proteasome"",""FeRE-iron"",""Xbox-dna""],""stressors"":[""DTT"",""H2O2"",""heat"",""NaCl"",""glucose_starvation"",""BPS"",""MG132"",""MMS"",""congo_red"",""calcium_chloride"",""rapamycin"",""copper_sulfate""]}",median stressor-held-out channel R2 relative to outer-training channel means,one synthetic family dataset; stressor folds share training data,fixed dimension/co-doses; latent weights refit per outer training fold,"in-sample diagnostic, not a held-out prediction"
biphasic,"gives each module its own falling limb instead of the single viability factor every module currently shares: the ESR turns over 1.5-fold later, the proteasome 1.3-fold later, the metabolite pools 0.7-fold earlier",0.041638525999458775,0.11457036639735957,0.5195989315266558,0.04297801123752518,0.5238095238095238,False,-0.0013996389359856713,0.0009036392118333958,ystwin.analysis.transfer.leave_one_stressor_out,"{""combinations"":[[""menadione"",""diamide""],[""H2O2"",""diamide""],[""H2O2"",""menadione""],[""DTT"",""MMS""],[""calcium_chloride"",""rapamycin""],[""diamide"",""copper_sulfate""],[""diamide"",""rapamycin""],[""menadione"",""NaCl""]],""doses_ec50"":[0.25,0.5,1.0,2.0],""growth_rate_se_per_h"":0.0117,""n_states"":3,""noise_cv"":0.14,""observed"":[0,1,2,3],""replicates"":3,""reporters"":[""STRE-general"",""UPRE-ER"",""TRX2-oxidative"",""HSE-heat"",""STRE-osmotic"",""PACE-proteasome"",""FeRE-iron"",""Xbox-dna""],""stressors"":[""DTT"",""H2O2"",""heat"",""NaCl"",""glucose_starvation"",""BPS"",""MG132"",""MMS"",""congo_red"",""calcium_chloride"",""rapamycin"",""copper_sulfate""]}",median stressor-held-out channel R2 relative to outer-training channel means,one synthetic family dataset; stressor folds share training data,fixed dimension/co-doses; latent weights refit per outer training fold,"in-sample diagnostic, not a held-out prediction"
adapting,reads the general stress response as a decayed transient -- 35% of its sustained level at read time -- rather than as a level that stays up,0.024290465693421692,0.0877566068042861,0.4543298631224149,0.030012713920777395,0.6190476190476191,False,-0.005899302299605961,-0.016444421094203687,ystwin.analysis.transfer.leave_one_stressor_out,"{""combinations"":[[""menadione"",""diamide""],[""H2O2"",""diamide""],[""H2O2"",""menadione""],[""DTT"",""MMS""],[""calcium_chloride"",""rapamycin""],[""diamide"",""copper_sulfate""],[""diamide"",""rapamycin""],[""menadione"",""NaCl""]],""doses_ec50"":[0.25,0.5,1.0,2.0],""growth_rate_se_per_h"":0.0117,""n_states"":3,""noise_cv"":0.14,""observed"":[0,1,2,3],""replicates"":3,""reporters"":[""STRE-general"",""UPRE-ER"",""TRX2-oxidative"",""HSE-heat"",""STRE-osmotic"",""PACE-proteasome"",""FeRE-iron"",""Xbox-dna""],""stressors"":[""DTT"",""H2O2"",""heat"",""NaCl"",""glucose_starvation"",""BPS"",""MG132"",""MMS"",""congo_red"",""calcium_chloride"",""rapamycin"",""copper_sulfate""]}",median stressor-held-out channel R2 relative to outer-training channel means,one synthetic family dataset; stressor folds share training data,fixed dimension/co-doses; latent weights refit per outer training fold,"in-sample diagnostic, not a held-out prediction"
feedback,"closes a negative loop by adding proteasome -> heat at -0.25, against the heat -> proteasome edge already recorded, so the heat arm damps itself",0.037030513274690424,0.10346883936023399,0.4741739867179606,0.029730172446590153,0.38095238095238093,False,0.007524031584604143,-0.0037043735129349553,ystwin.analysis.transfer.leave_one_stressor_out,"{""combinations"":[[""menadione"",""diamide""],[""H2O2"",""diamide""],[""H2O2"",""menadione""],[""DTT"",""MMS""],[""calcium_chloride"",""rapamycin""],[""diamide"",""copper_sulfate""],[""diamide"",""rapamycin""],[""menadione"",""NaCl""]],""doses_ec50"":[0.25,0.5,1.0,2.0],""growth_rate_se_per_h"":0.0117,""n_states"":3,""noise_cv"":0.14,""observed"":[0,1,2,3],""replicates"":3,""reporters"":[""STRE-general"",""UPRE-ER"",""TRX2-oxidative"",""HSE-heat"",""STRE-osmotic"",""PACE-proteasome"",""FeRE-iron"",""Xbox-dna""],""stressors"":[""DTT"",""H2O2"",""heat"",""NaCl"",""glucose_starvation"",""BPS"",""MG132"",""MMS"",""congo_red"",""calcium_chloride"",""rapamycin"",""copper_sulfate""]}",median stressor-held-out channel R2 relative to outer-training channel means,one synthetic family dataset; stressor folds share training data,fixed dimension/co-doses; latent weights refit per outer training fold,"in-sample diagnostic, not a held-out prediction"
loading_noise,"redraws every crosstalk loading, each within a factor of 2 at 95%, leaving the topology alone",0.040599258323429366,0.11327916852339143,0.5037564078184156,0.03400170359727045,0.42857142857142855,False,0.006829778841978788,-0.0001356284641960137,ystwin.analysis.transfer.leave_one_stressor_out,"{""combinations"":[[""menadione"",""diamide""],[""H2O2"",""diamide""],[""H2O2"",""menadione""],[""DTT"",""MMS""],[""calcium_chloride"",""rapamycin""],[""diamide"",""copper_sulfate""],[""diamide"",""rapamycin""],[""menadione"",""NaCl""]],""doses_ec50"":[0.25,0.5,1.0,2.0],""growth_rate_se_per_h"":0.0117,""n_states"":3,""noise_cv"":0.14,""observed"":[0,1,2,3],""replicates"":3,""reporters"":[""STRE-general"",""UPRE-ER"",""TRX2-oxidative"",""HSE-heat"",""STRE-osmotic"",""PACE-proteasome"",""FeRE-iron"",""Xbox-dna""],""stressors"":[""DTT"",""H2O2"",""heat"",""NaCl"",""glucose_starvation"",""BPS"",""MG132"",""MMS"",""congo_red"",""calcium_chloride"",""rapamycin"",""copper_sulfate""]}",median stressor-held-out channel R2 relative to outer-training channel means,one synthetic family dataset; stressor folds share training data,fixed dimension/co-doses; latent weights refit per outer training fold,"in-sample diagnostic, not a held-out prediction"
