construct,dose_mM,elapsed_min,signal
NativeYap1,0.0,100.0,1656.123426382047
NativeYap1,0.1,100.0,2894.166078569748
NativeYap1,0.2,100.0,3354.5603907538803
NativeYap1,0.5,100.0,3688.7774061687105
NativeYap1,1.0,100.0,2912.81512605042
NativeYap1,2.0,100.0,-215.58563283159083
NativeYap1,4.0,100.0,-500.2723311546841
NativeYap1,0.0,110.0,1784.7634257527823
NativeYap1,0.1,110.0,3000.1323463238605
NativeYap1,0.2,110.0,3451.516593913501
NativeYap1,0.5,110.0,3689.672063968194
NativeYap1,1.0,110.0,3457.697593041212
NativeYap1,2.0,110.0,-56.92307692307693
NativeYap1,4.0,110.0,-479.24593764371065
NativeYap1,0.0,120.0,1737.3460986982825
NativeYap1,0.1,120.0,2899.471266226889
NativeYap1,0.2,120.0,3566.514647273923
NativeYap1,0.5,120.0,4000.3294399520814
NativeYap1,1.0,120.0,3681.2327770973666
NativeYap1,2.0,120.0,-292.76458308716377
NativeYap1,4.0,120.0,-550.7769145394008
NativeYap1,0.0,130.0,1698.7823798307534
NativeYap1,0.1,130.0,2851.127819548872
NativeYap1,0.2,130.0,3174.242424242424
NativeYap1,0.5,130.0,4012.163520896637
NativeYap1,1.0,130.0,3815.1213587833304
NativeYap1,2.0,130.0,-485.5588557801837
NativeYap1,4.0,130.0,-697.0128636795304
NativeYap1,0.0,140.0,1751.6512949657408
NativeYap1,0.1,140.0,2813.021442495127
NativeYap1,0.2,140.0,3329.775945447587
NativeYap1,0.5,140.0,4052.5655669779844
NativeYap1,1.0,140.0,3963.762104792497
NativeYap1,2.0,140.0,-439.03133903133903
NativeYap1,4.0,140.0,-652.9954719609892
NativeYap1,0.0,150.0,1819.0649716795706
NativeYap1,0.1,150.0,2834.1781184485103
NativeYap1,0.2,150.0,3317.3131094257856
NativeYap1,0.5,150.0,4165.830352853253
NativeYap1,1.0,150.0,4638.076321174913
NativeYap1,2.0,150.0,-405.58466078977216
NativeYap1,4.0,150.0,-581.7562067562068
NativeYap1,0.0,160.0,1855.8474608412032
NativeYap1,0.1,160.0,2745.609171134822
NativeYap1,0.2,160.0,3235.9039961013646
NativeYap1,0.5,160.0,3931.380274726124
NativeYap1,1.0,160.0,4515.182186234818
NativeYap1,2.0,160.0,-363.52092352092353
