elapsed_hms,A1,A2,A3,B1,B2,B3,C1,C2,C3,D1,D2,D3,E1,E2,E3,F1,F2,F3,G1,G2,G3,A4,A5,A6,B4,B5,B6,C4,C5,C6,D4,D5,D6,E4,E5,E6,F4,F5,F6,G4,G5,G6,A7,A8,A9,B7,B8,B9,C7,C8,C9,D7,D8,D9,E7,E8,E9,F7,F8,F9,G7,G8,G9,A10,A11,A12,B10,B11,B12,C10,C11,C12,D10,D11,D12,E10,E11,E12,F10,F11,F12,G10,G11,G12,H1,H2,H3
1:49:08,439.0,453.0,502.0,448.0,481.0,497.0,480.0,477.0,447.0,594.0,530.0,567.0,662.0,722.0,714.0,863.0,739.0,732.0,672.0,693.0,604.0,604.0,636.0,514.0,542.0,621.0,657.0,654.0,581.0,608.0,607.0,695.0,662.0,783.0,799.0,784.0,781.0,631.0,782.0,672.0,808.0,643.0,170.0,136.0,139.0,292.0,292.0,292.0,292.0,293.0,278.0,331.0,330.0,346.0,106.0,136.0,140.0,-17.0,-9.0,-22.0,-17.0,-27.0,-35.0,187.0,201.0,191.0,272.0,278.0,265.0,310.0,328.0,309.0,331.0,367.0,342.0,233.0,233.0,238.0,-9.0,6.0,7.0,-14.0,-10.0,14.0,-35.0,13.0,22.0
1:59:08,483.0,492.0,527.0,494.0,506.0,552.0,505.0,517.0,485.0,669.0,572.0,636.0,747.0,819.0,804.0,922.0,813.0,808.0,742.0,799.0,671.0,652.0,672.0,568.0,598.0,699.0,729.0,704.0,655.0,654.0,689.0,770.0,715.0,882.0,909.0,867.0,864.0,710.0,871.0,735.0,900.0,724.0,194.0,148.0,161.0,313.0,327.0,309.0,313.0,309.0,305.0,365.0,361.0,373.0,119.0,166.0,150.0,-18.0,-20.0,-13.0,-13.0,-29.0,-32.0,207.0,223.0,223.0,275.0,297.0,300.0,333.0,363.0,339.0,346.0,401.0,371.0,247.0,272.0,272.0,-14.0,-3.0,-11.0,-7.0,-14.0,3.0,-45.0,23.0,23.0
2:09:08,510.0,517.0,570.0,525.0,548.0,579.0,559.0,557.0,502.0,713.0,619.0,703.0,816.0,879.0,877.0,1020.0,900.0,895.0,828.0,866.0,739.0,697.0,710.0,615.0,646.0,735.0,767.0,750.0,694.0,687.0,742.0,839.0,805.0,969.0,998.0,962.0,935.0,783.0,960.0,805.0,1002.0,794.0,193.0,172.0,167.0,331.0,371.0,329.0,340.0,335.0,344.0,378.0,368.0,381.0,122.0,182.0,159.0,-23.0,-31.0,-22.0,-21.0,-27.0,-24.0,203.0,231.0,221.0,314.0,320.0,316.0,349.0,384.0,366.0,371.0,438.0,402.0,262.0,262.0,289.0,-12.0,-16.0,-5.0,-18.0,-13.0,10.0,-48.0,15.0,32.0
2:19:08,532.0,555.0,620.0,551.0,568.0,618.0,608.0,595.0,547.0,784.0,691.0,768.0,879.0,995.0,965.0,1114.0,998.0,982.0,911.0,923.0,824.0,753.0,730.0,657.0,695.0,797.0,837.0,816.0,747.0,780.0,818.0,905.0,876.0,1065.0,1075.0,1067.0,1020.0,857.0,1049.0,870.0,1083.0,876.0,224.0,189.0,184.0,366.0,372.0,352.0,361.0,368.0,361.0,431.0,389.0,409.0,142.0,192.0,176.0,-22.0,-22.0,-13.0,-17.0,-27.0,-31.0,246.0,269.0,257.0,348.0,362.0,358.0,380.0,421.0,401.0,397.0,482.0,440.0,278.0,306.0,304.0,-16.0,-10.0,-17.0,-10.0,-13.0,2.0,-51.0,27.0,24.0
2:29:08,587.0,601.0,668.0,602.0,621.0,671.0,640.0,637.0,606.0,856.0,754.0,831.0,966.0,1092.0,1051.0,1184.0,1080.0,1087.0,990.0,1000.0,897.0,808.0,796.0,711.0,758.0,871.0,892.0,897.0,819.0,837.0,898.0,989.0,949.0,1167.0,1180.0,1194.0,1121.0,937.0,1118.0,930.0,1180.0,951.0,257.0,215.0,224.0,397.0,439.0,414.0,406.0,394.0,386.0,467.0,426.0,450.0,136.0,209.0,177.0,-16.0,-17.0,-27.0,-18.0,-21.0,-23.0,271.0,300.0,272.0,386.0,374.0,390.0,430.0,464.0,428.0,458.0,515.0,477.0,310.0,328.0,349.0,-13.0,-9.0,-9.0,-10.0,-1.0,7.0,-41.0,15.0,25.0
2:39:08,639.0,639.0,730.0,652.0,653.0,720.0,692.0,695.0,636.0,917.0,813.0,895.0,1066.0,1190.0,1166.0,1275.0,1179.0,1145.0,1079.0,1050.0,957.0,876.0,847.0,769.0,810.0,946.0,928.0,935.0,906.0,899.0,946.0,1070.0,1035.0,1288.0,1275.0,1281.0,1193.0,989.0,1208.0,1017.0,1270.0,1028.0,273.0,244.0,248.0,424.0,457.0,432.0,435.0,437.0,426.0,504.0,470.0,498.0,157.0,230.0,202.0,-20.0,-20.0,-36.0,-26.0,-26.0,-20.0,311.0,319.0,317.0,419.0,404.0,413.0,451.0,497.0,450.0,490.0,536.0,499.0,341.0,354.0,376.0,-13.0,-6.0,-6.0,-6.0,-3.0,10.0,-44.0,25.0,20.0
2:49:08,679.0,683.0,778.0,690.0,703.0,774.0,743.0,756.0,692.0,997.0,879.0,972.0,1169.0,1273.0,1272.0,1369.0,1233.0,1207.0,1149.0,1118.0,1041.0,927.0,887.0,825.0,860.0,995.0,978.0,983.0,973.0,970.0,1047.0,1167.0,1108.0,1361.0,1355.0,1397.0,1250.0,1061.0,1268.0,1091.0,1349.0,1074.0,294.0,261.0,266.0,459.0,491.0,463.0,444.0,474.0,458.0,531.0,493.0,526.0,155.0,237.0,213.0,-40.0,-30.0,-27.0,-15.0,-40.0,-22.0,331.0,353.0,344.0,428.0,436.0,444.0,481.0,532.0,488.0,532.0,605.0,541.0,367.0,380.0,376.0,-21.0,-7.0,-9.0,-26.0,-8.0,6.0,-41.0,23.0,19.0
2:59:08,740.0,730.0,825.0,759.0,735.0,835.0,791.0,805.0,754.0,1059.0,954.0,1054.0,1233.0,1374.0,1338.0,1432.0,1324.0,1292.0,1216.0,1202.0,1088.0,982.0,953.0,892.0,939.0,1073.0,1077.0,1064.0,1043.0,1062.0,1088.0,1246.0,1208.0,1475.0,1481.0,1455.0,1337.0,1118.0,1350.0,1164.0,1436.0,1166.0,328.0,284.0,309.0,489.0,528.0,503.0,503.0,491.0,494.0,582.0,546.0,555.0,165.0,260.0,235.0,-29.0,-27.0,-31.0,-23.0,-29.0,-29.0,355.0,379.0,376.0,458.0,477.0,481.0,514.0,557.0,530.0,566.0,635.0,594.0,397.0,416.0,429.0,-11.0,-12.0,-14.0,-14.0,-11.0,13.0,-41.0,24.0,17.0
3:09:08,790.0,794.0,886.0,814.0,781.0,891.0,852.0,847.0,801.0,1125.0,1044.0,1138.0,1325.0,1450.0,1438.0,1492.0,1384.0,1343.0,1273.0,1245.0,1137.0,1067.0,1005.0,959.0,991.0,1149.0,1143.0,1144.0,1117.0,1110.0,1180.0,1334.0,1270.0,1541.0,1533.0,1561.0,1393.0,1181.0,1408.0,1207.0,1500.0,1212.0,361.0,302.0,332.0,502.0,557.0,515.0,504.0,505.0,506.0,595.0,556.0,569.0,168.0,276.0,238.0,-33.0,-46.0,-35.0,-37.0,-35.0,-49.0,376.0,412.0,396.0,466.0,494.0,495.0,533.0,591.0,562.0,583.0,659.0,616.0,397.0,435.0,430.0,-35.0,-16.0,-22.0,-22.0,-21.0,-7.0,-47.0,28.0,19.0
3:19:08,861.0,862.0,962.0,884.0,869.0,983.0,916.0,947.0,871.0,1230.0,1105.0,1228.0,1452.0,1582.0,1533.0,1564.0,1456.0,1399.0,1319.0,1324.0,1199.0,1141.0,1092.0,1059.0,1089.0,1242.0,1238.0,1232.0,1209.0,1220.0,1371.0,1431.0,1365.0,1670.0,1647.0,1686.0,1451.0,1238.0,1493.0,1277.0,1597.0,1254.0,391.0,343.0,364.0,546.0,586.0,541.0,548.0,542.0,563.0,642.0,623.0,621.0,179.0,290.0,254.0,-34.0,-34.0,-40.0,-24.0,-25.0,-42.0,425.0,451.0,427.0,508.0,546.0,550.0,575.0,642.0,607.0,628.0,711.0,662.0,429.0,447.0,432.0,-32.0,-17.0,-23.0,-12.0,-23.0,0.0,-40.0,15.0,25.0
3:29:08,935.0,944.0,1033.0,958.0,949.0,1053.0,1024.0,1028.0,974.0,1322.0,1178.0,1323.0,1524.0,1675.0,1628.0,1659.0,1534.0,1482.0,1390.0,1358.0,1253.0,1234.0,1178.0,1145.0,1159.0,1349.0,1335.0,1329.0,1312.0,1309.0,1318.0,1546.0,1481.0,1779.0,1763.0,1790.0,1532.0,1284.0,1559.0,1324.0,1653.0,1328.0,446.0,386.0,424.0,600.0,606.0,577.0,602.0,578.0,595.0,672.0,643.0,658.0,195.0,297.0,283.0,-36.0,-34.0,-42.0,-37.0,-24.0,-34.0,466.0,495.0,484.0,552.0,599.0,601.0,615.0,683.0,649.0,648.0,746.0,711.0,466.0,501.0,440.0,-23.0,-14.0,-16.0,-18.0,-19.0,4.0,-44.0,26.0,17.0
3:39:08,1000.0,1024.0,1119.0,1026.0,1023.0,1141.0,1100.0,1116.0,1041.0,1420.0,1273.0,1412.0,1628.0,1809.0,1752.0,1712.0,1576.0,1534.0,1438.0,1454.0,1316.0,1343.0,1266.0,1229.0,1260.0,1442.0,1432.0,1451.0,1426.0,1421.0,1414.0,1653.0,1599.0,1880.0,1869.0,1895.0,1596.0,1339.0,1631.0,1381.0,1712.0,1399.0,469.0,421.0,462.0,634.0,665.0,615.0,639.0,622.0,631.0,722.0,700.0,689.0,180.0,320.0,286.0,-30.0,-29.0,-38.0,-35.0,-44.0,-38.0,513.0,544.0,542.0,583.0,632.0,650.0,655.0,738.0,699.0,682.0,774.0,767.0,498.0,515.0,450.0,-30.0,-13.0,-29.0,-28.0,-20.0,-1.0,-41.0,21.0,20.0
3:49:08,1102.0,1090.0,1227.0,1141.0,1125.0,1266.0,1212.0,1218.0,1116.0,1540.0,1394.0,1548.0,1753.0,1911.0,1888.0,1780.0,1642.0,1597.0,1523.0,1469.0,1371.0,1450.0,1363.0,1354.0,1369.0,1573.0,1567.0,1550.0,1553.0,1544.0,1507.0,1787.0,1725.0,1986.0,1971.0,2014.0,1653.0,1393.0,1693.0,1445.0,1786.0,1454.0,529.0,454.0,518.0,688.0,700.0,662.0,671.0,672.0,656.0,771.0,733.0,727.0,207.0,345.0,321.0,-42.0,-40.0,-38.0,-40.0,-30.0,-29.0,560.0,600.0,590.0,638.0,667.0,692.0,699.0,788.0,752.0,743.0,839.0,803.0,531.0,546.0,505.0,-33.0,-18.0,-26.0,-27.0,-23.0,-1.0,-43.0,20.0,24.0
3:59:08,1200.0,1196.0,1334.0,1254.0,1203.0,1373.0,1342.0,1332.0,1246.0,1682.0,1497.0,1633.0,1881.0,2030.0,2023.0,1849.0,1730.0,1662.0,1564.0,1531.0,1445.0,1572.0,1487.0,1479.0,1514.0,1720.0,1688.0,1661.0,1675.0,1679.0,1637.0,1921.0,1858.0,2125.0,2085.0,2144.0,1723.0,1446.0,1743.0,1499.0,1844.0,1487.0,569.0,516.0,569.0,719.0,755.0,690.0,730.0,714.0,700.0,811.0,767.0,757.0,210.0,374.0,336.0,-42.0,-41.0,-38.0,-38.0,-37.0,-37.0,616.0,653.0,637.0,676.0,734.0,746.0,751.0,829.0,795.0,779.0,866.0,836.0,568.0,579.0,537.0,-27.0,-23.0,-24.0,-24.0,-17.0,0.0,-51.0,36.0,15.0
4:09:08,1312.0,1325.0,1461.0,1358.0,1347.0,1499.0,1482.0,1470.0,1367.0,1790.0,1626.0,1800.0,1999.0,2187.0,2125.0,1891.0,1752.0,1711.0,1621.0,1588.0,1466.0,1696.0,1615.0,1605.0,1613.0,1891.0,1829.0,1811.0,1806.0,1844.0,1761.0,2069.0,1990.0,2262.0,2211.0,2260.0,1754.0,1490.0,1798.0,1523.0,1914.0,1554.0,632.0,568.0,640.0,786.0,805.0,762.0,775.0,747.0,765.0,860.0,808.0,814.0,216.0,402.0,356.0,-32.0,-35.0,-37.0,-35.0,-35.0,-42.0,679.0,713.0,717.0,759.0,778.0,788.0,802.0,898.0,848.0,825.0,939.0,921.0,593.0,624.0,556.0,-20.0,-21.0,-26.0,-21.0,-18.0,-12.0,-45.0,23.0,21.0
