construct,dose_mM,elapsed_min,signal
AlteredYap1,0.5,110.0,2127.3198984671913
AlteredYap1,1.0,110.0,1974.030099185291
AlteredYap1,2.0,110.0,-330.3402226793352
AlteredYap1,4.0,110.0,-304.8526046574236
AlteredYap1,0.0,120.0,1075.5267514690668
AlteredYap1,0.1,120.0,1614.9410646303968
AlteredYap1,0.2,120.0,1943.9109949676804
AlteredYap1,0.5,120.0,2159.7316704459563
AlteredYap1,1.0,120.0,2055.956290562202
AlteredYap1,2.0,120.0,-358.32050996028096
AlteredYap1,4.0,120.0,-314.0948916108755
AlteredYap1,0.0,130.0,1194.9410103890468
AlteredYap1,0.1,130.0,1663.7885749560737
AlteredYap1,0.2,130.0,1946.7759269284663
AlteredYap1,0.5,130.0,2238.6422132211796
AlteredYap1,1.0,130.0,2240.4469210134043
AlteredYap1,2.0,130.0,-394.9686604777003
AlteredYap1,4.0,130.0,-325.789189631875
AlteredYap1,0.0,140.0,1287.3462239694475
AlteredYap1,0.1,140.0,1752.5403587218143
AlteredYap1,0.2,140.0,2058.3241921477215
AlteredYap1,0.5,140.0,2313.201294074625
AlteredYap1,1.0,140.0,2409.3556781525313
AlteredYap1,2.0,140.0,-306.51936480858006
AlteredYap1,4.0,140.0,-227.8673382642287
AlteredYap1,0.0,150.0,1375.3269919137754
AlteredYap1,0.1,150.0,1815.5034019655802
AlteredYap1,0.2,150.0,2107.690050350601
AlteredYap1,0.5,150.0,2336.126255683192
AlteredYap1,1.0,150.0,2569.250584753247
AlteredYap1,2.0,150.0,-297.2274057179718
AlteredYap1,4.0,150.0,-224.82622110545572
AlteredYap1,0.0,160.0,1372.5005364415017
AlteredYap1,0.1,160.0,1876.6240606827425
AlteredYap1,0.2,160.0,2219.6150361458
AlteredYap1,0.5,160.0,2554.1153887378564
AlteredYap1,1.0,160.0,3234.4660256164684
AlteredYap1,2.0,160.0,-383.2875920843565
AlteredYap1,4.0,160.0,-314.63883902908293
AlteredYap1,0.0,170.0,1410.5637610379363
AlteredYap1,0.1,170.0,1883.9417272236653
AlteredYap1,0.2,170.0,2254.5393293067686
AlteredYap1,0.5,170.0,2645.383563942252
AlteredYap1,1.0,170.0,3224.0568132584776
AlteredYap1,2.0,170.0,-339.0878786080282
AlteredYap1,4.0,170.0,-260.1222444654138
AlteredYap1,0.0,180.0,1409.5922212010225
AlteredYap1,0.1,180.0,1810.345881680684
AlteredYap1,0.2,180.0,2218.8886957221216
AlteredYap1,0.5,180.0,2678.04614817656
AlteredYap1,1.0,180.0,3166.5941745429736
AlteredYap1,2.0,180.0,-470.30272931502446
AlteredYap1,4.0,180.0,-404.903685172405
AlteredYap1,0.0,190.0,1470.9352700074353
AlteredYap1,0.1,190.0,1889.4762118348597
AlteredYap1,0.2,190.0,2246.195837922398
AlteredYap1,0.5,190.0,2779.3577127563553
AlteredYap1,1.0,190.0,2951.2676721012917
AlteredYap1,2.0,190.0,-451.601370273615
AlteredYap1,4.0,190.0,-310.44545531324655
AlteredYap1,0.0,200.0,1523.1272326484998
AlteredYap1,0.1,200.0,1938.581798914971
AlteredYap1,0.2,200.0,2245.593798772015
AlteredYap1,0.5,200.0,2775.7944930879494
AlteredYap1,1.0,200.0,3393.8655884470077
AlteredYap1,2.0,200.0,-396.1268595712855
AlteredYap1,4.0,200.0,-331.8517731106974
AlteredYap1,0.0,210.0,1584.3700009220618
AlteredYap1,0.1,210.0,1936.8188111820516
AlteredYap1,0.2,210.0,2261.170146527255
AlteredYap1,0.5,210.0,2775.43348294584
AlteredYap1,1.0,210.0,3366.18305811488
AlteredYap1,2.0,210.0,-493.51605391151776
AlteredYap1,4.0,210.0,-376.0584765660908
AlteredYap1,0.0,220.0,1615.2742968880023
AlteredYap1,0.1,220.0,1946.150500138756
AlteredYap1,0.2,220.0,2255.7253567493462
AlteredYap1,0.5,220.0,2795.9042300883716
AlteredYap1,1.0,220.0,3676.1432776192923
AlteredYap1,2.0,220.0,-532.3642926839191
AlteredYap1,4.0,220.0,-380.66563166789456
AlteredYap1,0.0,230.0,1640.9497599314745
AlteredYap1,0.1,230.0,1956.5980607533668
AlteredYap1,0.2,230.0,2230.625444522427
AlteredYap1,0.5,230.0,2714.4940895218983
AlteredYap1,1.0,230.0,3555.380463752665
AlteredYap1,2.0,230.0,-529.0489694976281
AlteredYap1,4.0,230.0,-380.16795865633077
AlteredYap1,0.0,240.0,1720.0038544824222
AlteredYap1,0.1,240.0,2000.2024312891654
AlteredYap1,0.2,240.0,2259.274969621522
AlteredYap1,0.5,240.0,2786.73590914303
AlteredYap1,1.0,240.0,3791.7248089774816
AlteredYap1,2.0,240.0,-446.12929956771796
AlteredYap1,4.0,240.0,-365.1384331523154
