construct,dose_mM,elapsed_min,signal
NativeYap1,0.2,70.0,2280.85277462315
NativeYap1,0.5,70.0,2319.9178185405976
NativeYap1,1.0,70.0,1260.2206541218636
NativeYap1,2.0,70.0,317.4928774928775
NativeYap1,4.0,70.0,270.80917862331745
NativeYap1,0.0,80.0,1547.5214013010725
NativeYap1,0.1,80.0,2211.933866026964
NativeYap1,0.2,80.0,3023.0823409728023
NativeYap1,0.5,80.0,2571.230697092228
NativeYap1,1.0,80.0,1303.155052121809
NativeYap1,2.0,80.0,298.7240829346092
NativeYap1,4.0,80.0,217.14437782169668
NativeYap1,0.0,90.0,1608.3077821605086
NativeYap1,0.1,90.0,2494.7436826977787
NativeYap1,0.2,90.0,2644.0757825165388
NativeYap1,0.5,90.0,2877.227118877034
NativeYap1,1.0,90.0,1432.102958937198
NativeYap1,2.0,90.0,288.1044644237285
NativeYap1,4.0,90.0,199.84252960443436
NativeYap1,0.0,100.0,1729.011484203784
NativeYap1,0.1,100.0,2666.5760137164675
NativeYap1,0.2,100.0,2803.8492371825705
NativeYap1,0.5,100.0,2957.2999131010183
NativeYap1,1.0,100.0,1533.940662781267
NativeYap1,2.0,100.0,256.1778420175921
NativeYap1,4.0,100.0,216.71261257065473
NativeYap1,0.0,110.0,1752.6657067221838
NativeYap1,0.1,110.0,2699.1769772418106
NativeYap1,0.2,110.0,2826.5635709581898
NativeYap1,0.5,110.0,3254.6106980586533
NativeYap1,1.0,110.0,1552.9957792083694
NativeYap1,2.0,110.0,219.91316139787753
NativeYap1,4.0,110.0,153.50483800826268
NativeYap1,0.0,120.0,1742.846248940785
NativeYap1,0.1,120.0,2661.7475824198605
NativeYap1,0.2,120.0,2888.644457104927
NativeYap1,0.5,120.0,3474.708994708995
NativeYap1,1.0,120.0,1574.685672383882
NativeYap1,2.0,120.0,194.50084054713048
NativeYap1,4.0,120.0,150.28281504139053
NativeYap1,0.0,130.0,1818.1165910551217
NativeYap1,0.1,130.0,2770.5760480201375
